"id","feature","fc","pval","qval","chr","strand","start","end","t_name","num_exons","length","gene_id","gene_name"
"10177","transcript",2.06776076347989,0.0321024009620414,0.88614108368878,"chr12","-",3962554,3980563,"MSTRG.4882.1",12,7252,"MSTRG.4882","."
"10404","transcript",-5.25521217590563,0.00014017174857428,0.0848632113195287,"chr12",".",24492606,24492853,"MSTRG.5007.1",1,248,"MSTRG.5007","."
"10659","transcript",-6.84679684668729,0.00589821983919081,0.687732433249648,"chr12","+",38780258,38868215,"NM_007960",13,4131,"MSTRG.5164","Etv1"
"1071","transcript",2.54981693355145,0.0388864441330574,0.88614108368878,"chr1",".",61723971,61724374,"MSTRG.619.1",1,404,"MSTRG.619","."
"10874","transcript",-4.32120754962636,0.0244249871632978,0.88614108368878,"chr12","+",52783096,53151015,"MSTRG.5312.2",14,10497,"MSTRG.5312","."
"10992","transcript",-3.14362311415984,0.0168805560087131,0.88614108368878,"chr12","-",55217174,55218482,"MSTRG.5422.1",2,220,"MSTRG.5422","."
"11246","transcript",-2.6093504752023,0.0303537651655962,0.88614108368878,"chr12","+",71015967,71099351,"NM_001081195",24,5780,"MSTRG.5572","Arid4a"
"11413","transcript",-2.70726269299097,0.0210049451622769,0.88614108368878,"chr12","-",78961795,79007277,"NM_178745",3,3865,"MSTRG.5658","Tmem229b"
"11440","transcript",-2.78155116733196,0.0234841507256274,0.88614108368878,"chr12","-",80190243,80260189,"MSTRG.5675.4",10,1064,"MSTRG.5675","."
"11484","transcript",2.37743504725828,0.00184401427037417,0.424228274113695,"chr12","-",81314258,81333559,"MSTRG.5691.3",2,1905,"MSTRG.5691","."
"11592","transcript",2.47115103329167,0.0422641381026476,0.88614108368878,"chr12","+",84362104,84373788,"MSTRG.5749.2",11,2006,"MSTRG.5749","."
"11647","transcript",-2.75389558581554,0.033084964878789,0.88614108368878,"chr12","-",85234472,85270544,"MSTRG.5769.3",12,5521,"MSTRG.5769","."
"11656","transcript",-4.10829181299784,0.0283989633250148,0.88614108368878,"chr12","+",85599105,85639878,"NM_001205052",4,1567,"MSTRG.5776","Jdp2"
"11741","transcript",-4.93811834067064,0.0133135462352754,0.869608848536428,"chr12","+",88368774,88461726,"MSTRG.5807.4",10,2325,"MSTRG.5807","."
"11747","transcript",-3.41970934003055,0.0224203613088456,0.88614108368878,"chr12","+",88722908,88853463,"MSTRG.5823.5",5,2080,"MSTRG.5823","."
"11870","transcript",2.71935706783733,0.00010953942372538,0.0745670204566612,"chr12","-",100876682,100908198,"NM_175493",3,3223,"MSTRG.5869","Gpr68"
"1212","transcript",2.36436969763053,0.00682368227696284,0.703873706719759,"chr1","-",68039966,69108059,"NM_010154",27,4257,"MSTRG.680","Erbb4"
"12281","transcript",4.25806473626995,0.0109858800805889,0.811872011026054,"chr12","-",111292989,111314743,"MSTRG.6013.3",18,3934,"MSTRG.6013","."
"12325","transcript",-2.68095898912692,0.0010147117918613,0.319451566313775,"chr12","+",111758868,111806775,"NM_001025361",16,2458,"MSTRG.6027","Klc1"
"12481","transcript",-2.94372373982337,0.0407283119289061,0.88614108368878,"chr13","+",4609893,4614478,"MSTRG.6094.1",2,385,"MSTRG.6094","."
"12601","transcript",-5.91451072441424,0.00270248961554853,0.518779134614017,"chr13","-",14050584,14063390,"MSTRG.6159.3",5,4356,"MSTRG.6159","."
"12602","transcript",3.60861534436309,0.0054416647335308,0.674466492681168,"chr13","-",14050584,14063397,"MSTRG.6159.2",5,4367,"MSTRG.6159","."
"12613","transcript",3.80924988262346,0.00173647207952998,0.420520107752022,"chr13","-",14226438,14523133,"MSTRG.6169.1",27,9207,"MSTRG.6169","."
"13038","transcript",-2.32055034079594,0.0304427117516403,0.88614108368878,"chr13","+",34044423,34074074,"MSTRG.6357.2",5,914,"MSTRG.6357","."
"13061","transcript",3.27228966901558,0.00952354064806871,0.805968028716395,"chr13","-",34977748,34994144,"NR_073427",10,1416,"MSTRG.6364","Eci2"
"13264","transcript",2.9361090595584,0.0284644295279359,0.88614108368878,"chr13","-",48487271,48506997,"MSTRG.6481.1",4,4440,"MSTRG.6481","."
"13267","transcript",-2.41660416728712,0.0130293621066744,0.865600729759083,"chr13","-",48487660,48513436,"NM_026450",5,4186,"MSTRG.6481","Zfp169"
"13502","transcript",2.23540942446908,0.0391182387789587,0.88614108368878,"chr13","+",55593203,55597692,"MSTRG.6587.2",4,1524,"MSTRG.6587","."
"1352","transcript",12.5576186778633,0.000468421183855039,0.199281563650329,"chr1","-",75214974,75219908,"MSTRG.745.1",4,2475,"MSTRG.745","."
"13892","transcript",-2.43917548404214,0.0405769816479901,0.88614108368878,"chr13","+",73937811,73960889,"NM_001308041",16,2425,"MSTRG.6777","Brd9"
"13917","transcript",2.82455908352362,0.0420082491471954,0.88614108368878,"chr13","+",74443968,74448561,"MSTRG.6791.1",1,4594,"MSTRG.6791","."
"14252","transcript",-8.30669187251765,7.87182047090607e-06,0.0143873096080718,"chr13","-",98838796,98926315,"MSTRG.6975.1",23,8531,"MSTRG.6975","."
"14257","transcript",-2.45136222526833,0.0246515172665838,0.88614108368878,"chr13","-",98849966,98926315,"MSTRG.6975.6",20,2460,"MSTRG.6975","."
"14323","transcript",2.67279425278598,0.0144310910650778,0.878217938649935,"chr13","-",103741615,103774538,"MSTRG.7000.1",13,3985,"MSTRG.7000","."
"14907","transcript",4.5729248890076,0.0179409841977292,0.88614108368878,"chr14","+",20707552,20723619,"NM_001252082",27,5971,"MSTRG.7329","Zswim8"
"14922","transcript",2.16619062670961,0.00571730605354537,0.685768633718309,"chr14","-",20736738,20793977,"MSTRG.7331.11",21,1810,"MSTRG.7331","."
"15000","transcript",5.14035481833695,0.0100031120132978,0.806787372688063,"chr14","+",25658150,25666791,"MSTRG.7352.4",2,3976,"MSTRG.7352","."
"15101","transcript",3.093972783792,0.0304722107937989,0.88614108368878,"chr14","+",27622521,28478535,"MSTRG.7389.8",19,6312,"MSTRG.7389","."
