"id","feature","fc","pval","qval","chr","strand","start","end","t_name","num_exons","length","gene_id","gene_name"
"10007","transcript",-13.9503686376837,0.00608983829380683,0.0560004873530493,"chr11","+",32286746,32297319,"MSTRG.2877.5",5,1122,"MSTRG.2877","."
"10026","transcript",3.94185738039542,0.00593892265358897,0.0553083019929815,"chr11","+",32642555,32746814,"NM_001271347",13,4274,"MSTRG.2887","Fbxw11"
"10034","transcript",-6.98990012798317,0.027975554354257,0.137406523304018,"chr11","+",32643424,32746752,"MSTRG.2887.14",14,4169,"MSTRG.2887","."
"10038","transcript",3.64029322221944,0.00325283955448663,0.0393228098502491,"chr11",".",32909133,32911511,"MSTRG.2882.1",1,2379,"MSTRG.2882","."
"1005","transcript",-10.5790423338003,0.00145607289202832,0.024583538621824,"chr1","+",52118944,52160909,"MSTRG.280.3",24,5590,"MSTRG.280","."
"1006","transcript",-3.67527845288998,0.002107335830144,0.0305093230907205,"chr1","+",52119438,52161865,"NM_001205314",25,5153,"MSTRG.280","Stat1"
"10063","transcript",-3.12248038882852,0.000306535223273063,0.00950435869508614,"chr11","+",34047201,34092280,"NM_010696",21,3348,"MSTRG.2895","Lcp2"
"10065","transcript",-3.47661560542221,0.00013037401506466,0.00583616443001641,"chr11","-",34226821,34783905,"NM_033374",52,6416,"MSTRG.2896","Dock2"
"1008","transcript",-2.87832902409675,0.0126538477824724,0.0849468969744402,"chr1","+",52119481,52161523,"MSTRG.280.7",25,4746,"MSTRG.280","."
"10085","transcript",2.47493705861926,0.00244123325945478,0.0332471248588278,"chr11","-",35839178,35980089,"NM_170779",23,3315,"MSTRG.2906","Wwc1"
"10086","transcript",-3.57303568298548,0.00636370616497184,0.0574870819722351,"chr11","-",36006493,36678510,"MSTRG.2910.2",28,10380,"MSTRG.2910","."
"10105","transcript",2.45485451410584,0.021438000845752,0.116726442864092,"chr11","-",40679295,40692685,"MSTRG.2909.1",7,1851,"MSTRG.2909","."
"10135","transcript",-8.22117451170149,0.000952874136279647,0.0191366422478487,"chr11","+",42420223,42632603,"MSTRG.2920.4",10,7592,"MSTRG.2920","."
"10191","transcript",5.55340639989258,0.0142954715754109,0.0912247797626606,"chr11","+",45851852,45910766,"MSTRG.2939.1",12,3705,"MSTRG.2939","."
"10193","transcript",-7.40528888252059,0.00449977212093555,0.047721092409212,"chr11","+",45851968,45910625,"MSTRG.2939.3",11,3373,"MSTRG.2939","."
"10194","transcript",2.34955827226353,0.0100605564265619,0.0749854704491718,"chr11","-",45928269,45944935,"NM_028185",4,6453,"MSTRG.2940","Lsm11"
"1021","transcript",3.4782467971193,0.00592565018698066,0.0552701086794321,"chr1","-",52455849,52500448,"NM_008667",8,5088,"MSTRG.284","Nab1"
"1022","transcript",-2.38890122441794,0.00936659229947079,0.0720079789567747,"chr1","-",52456415,52499661,"MSTRG.284.3",8,4308,"MSTRG.284","."
"10231","transcript",-2.40688281698213,5.25518325256158e-05,0.00325881940140115,"chr11","+",46454931,46481254,"NM_134250",7,2724,"MSTRG.2959","Havcr2"
"10264","transcript",3.27659907657753,0.0144825653850367,0.091955102376872,"chr11","-",48806404,48817391,"NM_145377",6,3470,"MSTRG.2974","Trim41"
"10266","transcript",-3.28999912303259,0.0343396272786033,0.155170117551656,"chr11","-",48806404,48817452,"MSTRG.2974.3",6,3636,"MSTRG.2974","."
"10273","transcript",-6.54055755949685,0.000435395963078955,0.0120577224369793,"chr11","-",48865146,48872367,"MSTRG.2976.1",2,3132,"MSTRG.2976","."
"10274","transcript",-6.90296004921587,0.000886530919868789,0.018310953406553,"chr11","-",48865249,48871346,"NM_008326",3,2227,"MSTRG.2976","Irgm1"
"10279","transcript",-2.770335108601,0.00139714350475639,0.0240895303969135,"chr11","-",48941266,48992271,"MSTRG.2979.1",4,8933,"MSTRG.2979","."
"10281","transcript",2.14296267485559,0.0143147629862905,0.0912495057772287,"chr11","-",48945352,48946410,"NM_001281472",1,1059,"MSTRG.2979","Psme2b"
