"id","feature","fc","pval","qval","chr","strand","start","end","t_name","num_exons","length","gene_id","gene_name"
"10189","transcript",3.70185806724726,0.0181406117370695,0.915175532587456,"chr11","-",86583857,86671279,"MSTRG.3306.1",12,2886,"MSTRG.3306","."
"10190","transcript",-4.5817679170838,0.00876008324418354,0.915175532587456,"chr11","-",86583865,86683822,"NM_029478",12,2773,"MSTRG.3306","Vmp1"
"10221","transcript",-7.50767053409973,0.0115700258996427,0.915175532587456,"chr11","+",87578389,87590539,"NM_001284398",11,1340,"MSTRG.3302","Sept4"
"10366","transcript",-4.50201587612406,0.0458300607182944,0.915175532587456,"chr11",".",94037180,94037679,"MSTRG.3372.1",1,500,"MSTRG.3372","."
"10431","transcript",2.21173332670626,0.0295725120412719,0.915175532587456,"chr11","+",95009854,95026145,"MSTRG.3388.1",7,3403,"MSTRG.3388","."
"10529","transcript",-2.02824160506988,0.0379782658519693,0.915175532587456,"chr11","-",96937816,96944019,"NM_134021",7,2036,"MSTRG.3423","Pnpo"
"10634","transcript",3.76388652325783,0.043772045687237,0.915175532587456,"chr11","+",97663210,97688625,"MSTRG.3455.1",21,9345,"MSTRG.3455","."
"10682","transcript",14.4870995429735,0.000389777959447501,0.43327067902485,"chr11","-",98001508,98022627,"NM_001282977",14,3524,"MSTRG.3453","Cacnb1"
"10683","transcript",-6.1851713798706,7.05024290632572e-05,0.35876923589565,"chr11","-",98001508,98022627,"NM_145121",14,3389,"MSTRG.3453","Cacnb1"
"10685","transcript",-4.62710022403355,0.0104467099566838,0.915175532587456,"chr11","-",98004925,98022627,"NM_001159319",13,1738,"MSTRG.3453","Cacnb1"
"10687","transcript",2.50117816702811,0.000186333079433165,0.43327067902485,"chr11","-",98004925,98022627,"NM_031173",13,1873,"MSTRG.3453","Cacnb1"
"10874","transcript",4.43394299035423,0.00296091468529724,0.842356783492737,"chr11","-",100347332,100356299,"MSTRG.3508.6",12,3485,"MSTRG.3508","."
"11108","transcript",-3.10554146545837,0.0130824140505925,0.915175532587456,"chr11","+",102284939,102289427,"NM_028076",4,2121,"MSTRG.3575","Tmub2"
"11164","transcript",2.76790107655503,0.0224955214371516,0.915175532587456,"chr11","+",102761456,102780262,"MSTRG.3604.4",26,5244,"MSTRG.3604","."
"11165","transcript",2.90009573299983,0.0073166498971271,0.897171136482061,"chr11","+",102761479,102774724,"MSTRG.3604.5",13,2478,"MSTRG.3604","."
"11270","transcript",4.83002133418658,0.00272633910813014,0.842356783492737,"chr11","-",104333206,104469389,"MSTRG.3626.2",15,6906,"MSTRG.3626","."
"11278","transcript",3.45717221439292,0.0415516139434136,0.915175532587456,"chr11","-",104333510,104342529,"MSTRG.3626.9",5,2927,"MSTRG.3626","."
"11367","transcript",8.41100261288543,0.00397497828234172,0.842356783492737,"chr11","+",106256125,106263167,"MSTRG.3663.1",10,2025,"MSTRG.3663","."
"11368","transcript",-42.3215560004477,0.00315195379703748,0.842356783492737,"chr11","+",106256185,106263112,"NM_008950",11,1277,"MSTRG.3663","Psmc5"
"1146","transcript",-5.120138589488,0.00645309581660025,0.89272975283303,"chr1","+",66175250,66442638,"MSTRG.390.2",16,9581,"MSTRG.390","."
"1148","transcript",-4.63107435932969,0.0123846488642148,0.915175532587456,"chr1","+",66175264,66442638,"MSTRG.390.4",16,9564,"MSTRG.390","."
"11674","transcript",-2.37326267160843,0.0144469901197186,0.915175532587456,"chr11","+",115564444,115583924,"NM_001002929",19,2159,"MSTRG.3765","Nup85"
"11838","transcript",2.91316565068534,0.00893357854570176,0.915175532587456,"chr11","-",116849807,116854018,"MSTRG.3814.1",2,3976,"MSTRG.3814","."
"1185","transcript",5.54605971090192,0.0301820966477129,0.915175532587456,"chr1","-",66830782,66862417,"MSTRG.394.1",11,2016,"MSTRG.394","."
"12005","transcript",3.18960425180204,0.0204628914378746,0.915175532587456,"chr11","+",119491072,119511433,"MSTRG.3870.1",7,5640,"MSTRG.3870","."
"12311","transcript",2.06444743030448,0.0460195359358446,0.915175532587456,"chr12","+",3232880,3246171,"MSTRG.3935.1",4,11356,"MSTRG.3935","."
"12414","transcript",-2.83597283513624,0.0446130521614776,0.915175532587456,"chr12","-",5077180,5376654,"MSTRG.3970.1",13,8166,"MSTRG.3970","."
"12675","transcript",-5.58506995912076,0.020922754337076,0.915175532587456,"chr12","-",27140796,27160516,"NR_045870",2,1654,"MSTRG.4083","Gm9866"
"12706","transcript",3.09159820932324,0.00399689552312799,0.842356783492737,"chr12","+",29528070,29811734,"MSTRG.4095.6",10,1834,"MSTRG.4095","."
"12768","transcript",-3.4478834673653,0.00107195252509307,0.661199807523315,"chr12","+",31893970,31926439,"MSTRG.4114.4",4,1191,"MSTRG.4114","."
"12905","transcript",-4.36343990758418,0.0360063138218549,0.915175532587456,"chr12","+",44545336,44584987,"MSTRG.4174.12",19,3794,"MSTRG.4174","."
"12909","transcript",2.72569824546294,0.0203545342496174,0.915175532587456,"chr12","+",44573819,44605198,"MSTRG.4174.16",6,14300,"MSTRG.4174","."
"12979","transcript",-3.95610038108936,0.0415413868785819,0.915175532587456,"chr12","-",51744761,51772452,"MSTRG.4191.4",19,3810,"MSTRG.4191","."
"13137","transcript",2.64823999814982,0.0262835165129445,0.915175532587456,"chr12","+",61522671,61858059,"MSTRG.4251.2",7,5093,"MSTRG.4251","."
"13194","transcript",-4.54019213010513,0.000512340568891378,0.440812285223299,"chr12",".",69361168,69361582,"MSTRG.4269.1",1,415,"MSTRG.4269","."
"13352","transcript",-2.94349476456977,0.0407313044214527,0.915175532587456,"chr12","+",73907867,73947530,"NM_010431",15,4761,"MSTRG.4320","Hif1a"
"13428","transcript",3.34782353437377,0.0361886145588119,0.915175532587456,"chr12","-",76937275,76962232,"MSTRG.4345.6",3,3086,"MSTRG.4345","."
"13440","transcript",-3.54259104965519,0.0408112189961607,0.915175532587456,"chr12","+",78224053,78684909,"MSTRG.4351.1",22,5934,"MSTRG.4351","."
"1355","transcript",-3.98044989265899,0.00817716661154166,0.899709331772598,"chr1","+",75142786,75147909,"NM_001305231",10,2446,"MSTRG.445","Fam134a"
"13715","transcript",-3.44185929798752,0.0406994306426129,0.915175532587456,"chr12","+",84773203,84775093,"MSTRG.4427.3",3,1552,"MSTRG.4427","."
"13716","transcript",3.6429473023693,0.00523433462001954,0.859232912826595,"chr12","+",84773203,84775158,"MSTRG.4427.2",3,888,"MSTRG.4427","."
