"t_id","id","feature","fc","pval","qval","chr","strand","start","end","t_name","num_exons","length","gene_id","gene_name"
6861,"MSTRG.3470","gene",2.00252367214102,0.00278864254243127,0.504163128113343,"chr11","+",43149877,43262286,"NM_176999",23,6909,"MSTRG.3470","Atp10b"
7612,"MSTRG.3780","gene",-2.43928580030097,0.0181936746789502,0.740020432637898,"chr11","-",62552247,62552905,"MSTRG.3780.1",2,203,"MSTRG.3780","."
8581,"MSTRG.4189","gene",-35.0887951507603,0.00298603890012517,0.520137086344216,"chr11","+",84179786,84322729,"MSTRG.4189.2",41,5279,"MSTRG.4189","."
8723,"MSTRG.4252","gene",3.64437962563963,0.0436569500585846,0.740020432637898,"chr11","+",88169565,88194140,"NM_001172099",10,2991,"MSTRG.4252","Cuedc1"
9662,"MSTRG.4644","gene",2.08687797507955,0.0233848279599368,0.740020432637898,"chr11","-",113726850,113751160,"NM_020006",2,3247,"MSTRG.4644","Cdc42ep4"
9711,"MSTRG.4670","gene",5.68891886341289,0.0231518484784294,0.740020432637898,"chr11","-",115347708,115367677,"MSTRG.4670.1",19,3193,"MSTRG.4670","."
10560,"MSTRG.5091","gene",2.53987654969651,0.00026063473257576,0.219432725267742,"chr12","-",33135643,33144873,"MSTRG.5091.2",2,8125,"MSTRG.5091","."
11246,"MSTRG.5572","gene",-5.1012572422367,0.00128288996216352,0.370315351078231,"chr12","+",71015967,71099351,"NM_001081195",24,5780,"MSTRG.5572","Arid4a"
11309,"MSTRG.5607","gene",-3.32144169693145,0.0384150965686298,0.740020432637898,"chr12","-",73280410,73286711,"NM_029580",5,1669,"MSTRG.5607","Trmt5"
12918,"MSTRG.6315","gene",3.75847486133031,0.0391682464265918,0.740020432637898,"chr13","-",25252039,25268715,"MSTRG.6315.1",4,2145,"MSTRG.6315","."
13565,"MSTRG.6611","gene",-17.4793613054496,0.0418028003763155,0.740020432637898,"chr13","-",58390459,58402586,"MSTRG.6611.3",16,3525,"MSTRG.6611","."
13860,"MSTRG.6767","gene",2.23286349061842,0.00675010431362244,0.608895570361853,"chr13","-",70727808,70841810,"NM_172053",23,4974,"MSTRG.6767","Adamts16"
14270,"MSTRG.6984","gene",13.5081051603202,0.034163475780578,0.740020432637898,"chr13","-",100018009,100103862,"MSTRG.6984.2",39,9648,"MSTRG.6984","."
14300,"MSTRG.6990","gene",-2.67243646962729,0.0332372623081283,0.740020432637898,"chr13",".",100733989,100734346,"MSTRG.6990.1",1,358,"MSTRG.6990","."
14907,"MSTRG.7329","gene",5.0011372116012,0.0438352522912786,0.740020432637898,"chr14","+",20707552,20723619,"NM_001252082",27,5971,"MSTRG.7329","Zswim8"
14999,"MSTRG.7352","gene",19.6769146494828,0.00284443217880437,0.504163128113343,"chr14","+",25607429,25656165,"MSTRG.7352.3",14,2194,"MSTRG.7352","."
15208,"MSTRG.7457","gene",6.8044676271844,0.0441102836104115,0.740020432637898,"chr14","+",31019138,31121592,"NM_001081251",33,8117,"MSTRG.7457","Pbrm1"
15633,"MSTRG.7636","gene",-2.68605257330834,0.00998766716023414,0.66161752898465,"chr14","-",51905271,51912141,"MSTRG.7636.9",15,2143,"MSTRG.7636","."
15791,"MSTRG.7708","gene",-2.12212007889782,0.030315195429504,0.740020432637898,"chr14","+",55509012,55517431,"MSTRG.7708.1",17,3614,"MSTRG.7708","."
16152,"MSTRG.7860","gene",-4.72603123151049,0.00378515181345707,0.546626263983998,"chr14","+",66913888,66920064,"MSTRG.7860.2",3,5312,"MSTRG.7860","."
16540,"MSTRG.8049","gene",-2.82921560618792,0.04581097321216,0.740020432637898,"chr14",".",103436350,103436628,"MSTRG.8049.1",1,279,"MSTRG.8049","."
16606,"MSTRG.8096","gene",-2.09559560796098,0.0163464984311419,0.740020432637898,"chr14",".",111555937,111556743,"MSTRG.8096.1",1,807,"MSTRG.8096","."
17163,"MSTRG.8457","gene",2.49504078020706,0.0169227649879446,0.740020432637898,"chr15","+",34082725,34142385,"MSTRG.8457.4",12,3587,"MSTRG.8457","."
17443,"MSTRG.8607","gene",-15.0703415512503,0.00486010862696418,0.564387097220909,"chr15","-",54838679,54920146,"NM_015744",25,3461,"MSTRG.8607","Enpp2"
17549,"MSTRG.8649","gene",2.2540090461238,0.0122154601142029,0.705215963050241,"chr15","-",64699035,64922296,"NM_001291903",17,4949,"MSTRG.8649","Adcy8"
18837,"MSTRG.9234","gene",10.3142099018945,0.00761259684270643,0.643512198743958,"chr15","-",100575318,100600147,"MSTRG.9234.1",11,5121,"MSTRG.9234","."
19059,"MSTRG.9314","gene",-2.6304282792598,0.0398884577128208,0.740020432637898,"chr15",".",103827295,103827624,"MSTRG.9314.1",1,330,"MSTRG.9314","."
19168,"MSTRG.9366","gene",-2.11180357149525,0.0248328928534733,0.740020432637898,"chr16","+",5884769,7412484,"MSTRG.9366.3",16,5084,"MSTRG.9366","."
19727,"MSTRG.9613","gene",-14.8353167045158,0.000192828609671514,0.206698928612797,"chr16","+",21846068,21931877,"MSTRG.9613.1",14,6947,"MSTRG.9613","."
19895,"MSTRG.9694","gene",-4.75797356599796,0.00204173698285737,0.448427581256695,"chr16","-",31092153,31201334,"MSTRG.9694.1",24,12137,"MSTRG.9694","."
21952,"MSTRG.10675","gene",-3.35639966455542,3.04016083296776e-05,0.0511912414924555,"chr17","+",26933127,26937908,"NM_001302397",15,2444,"MSTRG.10675","Phf1"
23098,"MSTRG.11089","gene",2.77056147056626,0.023826864865004,0.740020432637898,"chr17","+",51857758,51864527,"MSTRG.11089.1",1,6770,"MSTRG.11089","."
23279,"MSTRG.11177","gene",-2.14555209444938,0.0246077957675266,0.740020432637898,"chr17","+",57769570,58410342,"NM_001081653",24,3918,"MSTRG.11177","Cntnap5c"
