"t_id","id","feature","fc","pval","qval","chr","strand","start","end","t_name","num_exons","length","gene_id","gene_name"
3817,"MSTRG.1026","gene",-4.24188767526467,0.0172746308110442,0.997059163595472,"chr1","+",158362304,158691786,"NM_007495",23,7200,"MSTRG.1026","Astn1"
5277,"MSTRG.1468","gene",2.01179519627498,0.0386295830626886,0.997059163595472,"chr10","+",6788570,6850572,"NM_001302793",4,2230,"MSTRG.1468","Oprm1"
8697,"MSTRG.2509","gene",4.02765123574327,0.0168624984513533,0.997059163595472,"chr10","-",127190373,127196684,"MSTRG.2509.2",6,2634,"MSTRG.2509","."
12652,"MSTRG.3620","gene",2.30227050059284,0.0447477977595234,0.997059163595472,"chr11","+",80209052,80267897,"MSTRG.3620.2",20,4178,"MSTRG.3620","."
13434,"MSTRG.3852","gene",-2.73182808018676,0.000202531779554205,0.926271960757864,"chr11","-",96907239,96916557,"MSTRG.3852.1",13,2685,"MSTRG.3852","."
13581,"MSTRG.3893","gene",-2.06342226328488,0.0435466873305951,0.997059163595472,"chr11","+",98019855,98030478,"MSTRG.3893.2",7,1874,"MSTRG.3893","."
13862,"MSTRG.3951","gene",3.26657976480468,0.00845429603238712,0.997059163595472,"chr11","-",100370695,100397824,"MSTRG.3951.3",14,3219,"MSTRG.3951","."
18689,"MSTRG.5256","gene",3.74415992813942,0.00282023936994391,0.997059163595472,"chr12","+",113014508,113074401,"NM_001291444",24,5486,"MSTRG.5256","Pacs2"
19081,"MSTRG.5374","gene",-2.74874469719988,0.00412777328492919,0.997059163595472,"chr13","-",14226438,14523136,"MSTRG.5374.7",27,9168,"MSTRG.5374","."
20269,"MSTRG.5719","gene",3.0369972740494,0.0195451217450224,0.997059163595472,"chr13","+",55210285,55319220,"MSTRG.5719.2",24,13092,"MSTRG.5719","."
21183,"MSTRG.5968","gene",2.21526633936755,0.0375740960716895,0.997059163595472,"chr13","-",89848914,90089608,"NM_028012",8,1547,"MSTRG.5968","Xrcc4"
25278,"MSTRG.7203","gene",2.40298977121479,0.0252751544110289,0.997059163595472,"chr15","+",12204942,12274506,"MSTRG.7203.1",16,6908,"MSTRG.7203","."
25803,"MSTRG.7367","gene",2.13936329188073,0.0429074379157794,0.997059163595472,"chr15","-",54769548,54920311,"MSTRG.7367.1",26,3407,"MSTRG.7367","."
35649,"MSTRG.9943","gene",4.27079149458731,0.0176440358006514,0.997059163595472,"chr17","-",87990853,88064309,"MSTRG.9943.4",23,3811,"MSTRG.9943","."
36216,"MSTRG.10090","gene",2.64517038821791,0.0125103755681453,0.997059163595472,"chr18","+",24205994,24286816,"NM_001160404",13,3887,"MSTRG.10090","Galnt1"
37420,"MSTRG.10474","gene",2.6315255595335,0.0236801822100001,0.997059163595472,"chr18","+",65580866,65689443,"MSTRG.10474.7",5,5395,"MSTRG.10474","."
38282,"MSTRG.10704","gene",2.27084389781084,0.0329620843685873,0.997059163595472,"chr19","-",4907219,4928269,"MSTRG.10704.2",18,2947,"MSTRG.10704","."
47592,"MSTRG.13006","gene",-4.80469498025908,0.0307455440902732,0.997059163595472,"chr2","+",164960714,164999727,"MSTRG.13006.2",26,5842,"MSTRG.13006","."
