"t_id","id","feature","fc","pval","qval","chr","strand","start","end","t_name","num_exons","length","gene_id","gene_name"
6927,"MSTRG.2436","gene",2.17024028116379,0.0240388075406162,0.796018574601166,"chr11","-",61533572,61579674,"MSTRG.2436.6",5,1128,"MSTRG.2436","."
6942,"MSTRG.2441","gene",4.87349640595374,0.0102026417218549,0.576185983228755,"chr11","+",62077024,62223013,"NM_001029936",13,6749,"MSTRG.2441","Specc1"
6947,"MSTRG.2466","gene",-28.3685154768691,0.000238185912648237,0.316644352274566,"chr11","+",62281439,62316444,"MSTRG.2466.1",10,3464,"MSTRG.2466","."
9247,"MSTRG.3245","gene",6.42251244539456,0.0050120898989815,0.576185983228755,"chr11","-",118406289,118419118,"NM_001025618",5,2897,"MSTRG.3245","Cant1"
10505,"MSTRG.3768","gene",3.52662821914743,0.0349195162907094,0.934714353911761,"chr12","+",82169555,82311431,"MSTRG.3768.2",2,605,"MSTRG.3768","."
10566,"MSTRG.3789","gene",3.68913793769887,0.0171594689244682,0.699748404545644,"chr12","+",84285296,84315832,"NM_029880",10,3104,"MSTRG.3789","Ptgr2"
12384,"MSTRG.4456","gene",2.0601382595098,0.0167462142563852,0.695700538513704,"chr13","-",55539324,55550127,"MSTRG.4456.2",6,1975,"MSTRG.4456","."
12868,"MSTRG.4657","gene",2.04124263550977,0.0323667746096898,0.932057863476045,"chr13","+",83524796,83667090,"MSTRG.4657.6",11,6212,"MSTRG.4657","."
14599,"MSTRG.5224","gene",2.49270163898685,0.0125980696004641,0.593896231448827,"chr14","+",60378286,60381003,"NM_001164705",2,2340,"MSTRG.5224","Amer2"
15183,"MSTRG.5441","gene",2.49423797097195,0.0469736144857833,0.986490796244895,"chr14","+",115092230,116014079,"MSTRG.5441.3",8,2031,"MSTRG.5441","."
15820,"MSTRG.5675","gene",4.44390342904299,0.039156044162888,0.986490796244895,"chr15","-",51786567,51799346,"MSTRG.5675.4",5,768,"MSTRG.5675","."
17125,"MSTRG.6128","gene",3.20222708986224,0.0106715935312762,0.576185983228755,"chr15","-",100479624,100494663,"MSTRG.6128.2",5,3902,"MSTRG.6128","."
19270,"MSTRG.6865","gene",-2.88951198735778,0.0211981637910582,0.769968277153901,"chr17","-",12971020,12992539,"NM_175394",6,4967,"MSTRG.6865","Wtap"
19456,"MSTRG.6938","gene",-2.48040850980785,0.000435137685457554,0.413194313605194,"chr17","-",22078615,22081221,"MSTRG.6938.1",2,235,"MSTRG.6938","."
21698,"MSTRG.7704","gene",4.92203962467775,0.00256228909192613,0.576185983228755,"chr18","+",12128756,12157339,"MSTRG.7704.2",13,3858,"MSTRG.7704","."
24065,"MSTRG.8614","gene",-2.12773831701159,0.00235937273513787,0.576185983228755,"chr19","-",40928927,40994535,"NM_008528",17,2097,"MSTRG.8614","Blnk"
35309,"MSTRG.12494","gene",-2.37992218477476,0.0154543250439216,0.665118222761576,"chr5","+",24685815,24710378,"NM_016736",15,3278,"MSTRG.12494","Nub1"
35540,"MSTRG.12578","gene",2.3077136029005,0.0149369525779059,0.662564958937184,"chr5","-",32736304,32785616,"MSTRG.12578.1",7,2079,"MSTRG.12578","."
35690,"MSTRG.12636","gene",5.26521899454204,0.0481145634103712,0.986490796244895,"chr5","-",36600510,36695198,"MSTRG.12636.2",8,6499,"MSTRG.12636","."
36133,"MSTRG.12812","gene",2.29004665193366,0.0106715935312762,0.576185983228755,"chr5","+",75152291,75198204,"NM_011058",23,6553,"MSTRG.12812","Pdgfra"
36860,"MSTRG.13036","gene",3.8762187549426,0.0176455530940001,0.709510678147623,"chr5","-",112419151,112577198,"NM_001253917",16,5882,"MSTRG.13036","Sez6l"
37646,"MSTRG.13343","gene",5.4477353237419,0.00012377663807317,0.272358248356704,"chr5","+",137288254,137294466,"NM_009599",5,2209,"MSTRG.13343","Ache"
38213,"MSTRG.13560","gene",2.31598211336513,0.0383940192164414,0.977797110083087,"chr6","+",8259288,8459470,"MSTRG.13560.2",6,2693,"MSTRG.13560","."
39074,"MSTRG.13834","gene",-3.26314965460568,0.012550467530813,0.593896231448827,"chr6","-",57752264,57825125,"NM_146168",5,2886,"MSTRG.13834","Vopp1"
40918,"MSTRG.14426","gene",-2.24628977552708,0.0400147508264823,0.986490796244895,"chr7","-",3620324,3629929,"NM_001290381",6,1166,"MSTRG.14426","Tfpt"
42004,"MSTRG.14714","gene",-2.94963462138665,0.039475346983644,0.986490796244895,"chr7","+",28766752,28788665,"NM_022432",16,1863,"MSTRG.14714","Sirt2"
42293,"MSTRG.14808","gene",-3.6443817601865,0.0348296273113651,0.934714353911761,"chr7","-",35641985,35647482,"NM_019746",6,642,"MSTRG.14808","Pdcd5"
42648,"MSTRG.14934","gene",-2.72963386248919,0.0128492819020201,0.601473076075545,"chr7","-",45806637,45814316,"NM_011181",12,2527,"MSTRG.14934","Cyth2"
43547,"MSTRG.15253","gene",2.31631282868961,0.00180574564460145,0.576185983228755,"chr7","+",92741658,92829710,"MSTRG.15253.1",4,490,"MSTRG.15253","."
44183,"MSTRG.15407","gene",2.4075680477555,0.0071699871702765,0.576185983228755,"chr7","+",110049594,110056827,"MSTRG.15407.3",7,2762,"MSTRG.15407","."
44378,"MSTRG.15464","gene",-2.16768445397567,0.00953207343095941,0.576185983228755,"chr7","+",119895861,119916756,"NM_001285961",5,1096,"MSTRG.15464","Lyrm1"
45710,"MSTRG.15929","gene",-3.15222581334597,0.00172071934227325,0.576185983228755,"chr8","-",25154351,25200975,"MSTRG.15929.1",14,7762,"MSTRG.15929","."
46081,"MSTRG.16060","gene",4.79874341377331,0.00872679777731467,0.576185983228755,"chr8","-",54631731,54651436,"MSTRG.16060.5",10,1155,"MSTRG.16060","."
46352,"MSTRG.16160","gene",-2.16839652880843,0.0303872213692445,0.911833374732626,"chr8","-",70450228,70476943,"NM_001122830",2,2886,"MSTRG.16160","Klhl26"
46659,"MSTRG.16288","gene",3.06339244380794,0.00874726192268005,0.576185983228755,"chr8","+",83200804,83254917,"MSTRG.16288.3",12,2266,"MSTRG.16288","."
48566,"MSTRG.16985","gene",-23.3123677953763,0.00224548215377796,0.576185983228755,"chr9","+",40801440,40804365,"MSTRG.16985.3",6,1932,"MSTRG.16985","."
49308,"MSTRG.17288","gene",-2.3369346396886,0.000718608930077913,0.477659355822789,"chr9","-",66955393,66975484,"NM_030717",6,2031,"MSTRG.17288","Lactb"
49474,"MSTRG.17345","gene",2.01522801931708,0.0106715935312762,0.576185983228755,"chr9","-",75516474,75547336,"MSTRG.17345.2",4,488,"MSTRG.17345","."
49598,"MSTRG.17385","gene",2.76781269016757,0.0225722280494791,0.794061571236901,"chr9","-",83391355,83441127,"NM_029434",8,2010,"MSTRG.17385","Lca5"
50373,"MSTRG.17671","gene",-17.7224899894445,0.0283884173345155,0.861633835719289,"chr9","+",118040522,118065094,"MSTRG.17671.2",7,4497,"MSTRG.17671","."
51475,"MSTRG.18008","gene",-10.4990341176652,0.037153953333772,0.968479716900324,"chrX","+",66649318,66661402,"NM_001161431",3,7778,"MSTRG.18008","Slitrk2"
52487,"MSTRG.18344","gene",-3.17846894168842,0.033998072281165,0.934714353911761,"chrX","-",140948425,140956711,"NM_016883",5,1456,"MSTRG.18344","Psmd10"
