"id","feature","fc","pval","qval","chr","strand","start","end","t_name","num_exons","length","gene_id","gene_name"
"10178","transcript",-2.15795654344791,0.0210245036257345,0.694450045183583,"chr11","+",78499267,78502324,"MSTRG.3639.4",7,1706,"MSTRG.3639","."
"10192","transcript",-3.96510795559932,0.0106178667081662,0.520774294652878,"chr11","+",78536436,78541780,"MSTRG.3643.3",5,880,"MSTRG.3643","."
"10195","transcript",7.0168750415684,0.000683638706578948,0.113893617513472,"chr11","+",78538507,78541780,"MSTRG.3643.7",5,993,"MSTRG.3643","."
"10441","transcript",7.18814893102233,4.71228310838789e-06,0.0126410269059828,"chr11","+",84129696,84300112,"MSTRG.3735.3",33,4448,"MSTRG.3735","."
"10494","transcript",8.76201758231471,4.49348290132434e-06,0.0126410269059828,"chr11","+",85353190,85826046,"MSTRG.3747.9",26,3598,"MSTRG.3747","."
"10514","transcript",-2.0131620693508,0.00836206011489327,0.461207059016151,"chr11","+",86484657,86486855,"MSTRG.3757.1",1,2199,"MSTRG.3757","."
"10554","transcript",-5.02149451031093,0.0101477855192573,0.507945319005017,"chr11","+",87127075,87250831,"MSTRG.3774.1",25,3522,"MSTRG.3774","."
"10593","transcript",-2.69672543892417,0.0312710371316649,0.806809318122532,"chr11","+",87764592,87785920,"MSTRG.3785.3",27,6591,"MSTRG.3785","."
"1062","transcript",-4.23001655194118,0.000418777436787199,0.0844255312562993,"chr1",".",60117238,60117486,"MSTRG.430.1",1,249,"MSTRG.430","."
"10626","transcript",3.43389954011417,0.0132247111386217,0.576132274223828,"chr11","+",88099146,88211504,"MSTRG.3796.2",15,4458,"MSTRG.3796","."
"10735","transcript",-2.0893673534788,0.00124149362616366,0.168015470740815,"chr11","-",94287944,94321553,"MSTRG.3832.4",11,5162,"MSTRG.3832","."
"1111","transcript",4.54716278154736,4.7811385283314e-05,0.0285229064204456,"chr1","-",63143592,63176822,"NM_001160039",20,2769,"MSTRG.450","Ndufs1"
"11259","transcript",-3.52361008977087,0.0335312845165674,0.827950644203327,"chr11","-",100582836,100620168,"NM_019795",14,2312,"MSTRG.3989","Dnajc7"
"11315","transcript",-2.58301859354529,0.0279657962332017,0.772680676265551,"chr11","-",101096516,101103921,"MSTRG.4007.2",7,2717,"MSTRG.4007","."
"11318","transcript",2.57384620969648,0.0483489379323516,0.896341626739618,"chr11","-",101096567,101106414,"MSTRG.4007.5",5,2507,"MSTRG.4007","."
"11378","transcript",-4.41405266894573,0.000644331430600165,0.111450274433752,"chr11","+",101552107,101581951,"NM_001252220",24,4831,"MSTRG.4039","Nbr1"
"11548","transcript",-3.67010462311445,0.00149458214793952,0.184344410753451,"chr11","-",102890166,102897200,"NM_001131020",8,2600,"MSTRG.4077","Gfap"
"11692","transcript",3.28288980565291,0.00143167763527585,0.183322103622617,"chr11","+",105914890,105929301,"MSTRG.4124.6",3,7795,"MSTRG.4124","."
"11727","transcript",-12.5370792502293,0.00019692590713638,0.0558887195865114,"chr11","-",106199356,106216343,"MSTRG.4143.2",12,3367,"MSTRG.4143","."
"11783","transcript",-3.29657086962629,0.0305658822157817,0.80164537450531,"chr11","-",106820064,106920715,"NM_025481",19,5331,"MSTRG.4158","Smurf2"
"11867","transcript",-2.23704218653119,0.00811891787873431,0.45440694100684,"chr11","-",109981677,109982266,"MSTRG.4189.3",2,203,"MSTRG.4189","."
"12003","transcript",2.11197609944477,0.0289829517429905,0.78738814623708,"chr11","+",115403766,115410913,"MSTRG.4251.3",4,873,"MSTRG.4251","."
"12035","transcript",3.89725884147624,0.000160604981563783,0.0511499768899418,"chr11","-",115584255,115603916,"MSTRG.4259.1",16,3989,"MSTRG.4259","."
"12037","transcript",4.06999732853104,9.82097234614177e-06,0.0159492590901342,"chr11","-",115584255,115603916,"NM_173048",17,3681,"MSTRG.4259","Gga3"
"12038","transcript",-5.60076808347232,0.0335379705507272,0.827950644203327,"chr11","-",115584257,115603902,"MSTRG.4259.4",16,3869,"MSTRG.4259","."
"12365","transcript",-5.40443627170072,0.00261206126958413,0.251999257532948,"chr11","+",119943092,120006782,"NM_001037755",14,2065,"MSTRG.4384","Baiap2"
"12459","transcript",-5.11009951613689,0.0034015544846735,0.28411201574378,"chr11","-",120610087,120617890,"MSTRG.4416.2",14,2019,"MSTRG.4416","."
"12566","transcript",3.61751843525933,0.00120098126478729,0.163288764336103,"chr11","-",121222589,121228940,"NM_001254735",7,2319,"MSTRG.4445","BC017643"
"1264","transcript",-2.20603725675848,0.0375499334666013,0.84940474817045,"chr1","-",71585473,71653234,"NM_001276410",44,7882,"MSTRG.494","Fn1"
"1268","transcript",2.48010190762786,0.0271529318859889,0.76749868926858,"chr1","-",71585473,71653234,"NM_010233",46,8425,"MSTRG.494","Fn1"
"12886","transcript",4.94790855247427,0.000807368005102838,0.128660141827242,"chr12",".",18364910,18365117,"MSTRG.4579.1",1,208,"MSTRG.4579","."
"12909","transcript",2.04969937864983,0.0172011306831159,0.656055895877934,"chr12","+",21206301,21218079,"MSTRG.4595.4",4,375,"MSTRG.4595","."
"12979","transcript",2.47477898831519,0.0476287456615199,0.896341626739618,"chr12","+",24974908,25059697,"MSTRG.4635.2",28,7217,"MSTRG.4635","."
"13098","transcript",-5.20205177811301,0.00187457091659371,0.209150599365906,"chr12","-",31519856,31532158,"MSTRG.4668.2",7,1345,"MSTRG.4668","."
"13153","transcript",-2.15299491082708,0.00560357485883634,0.382718925872672,"chr12","-",34287492,34861443,"MSTRG.4696.6",16,2378,"MSTRG.4696","."
"1326","transcript",6.86910862151058,0.00132820502735576,0.174892294412898,"chr1","-",74279846,74282216,"MSTRG.506.6",5,1504,"MSTRG.506","."
"1327","transcript",-4.90750088075471,0.0044160426992923,0.339709895225559,"chr1","-",74279847,74282173,"MSTRG.506.7",6,1254,"MSTRG.506","."
"13389","transcript",5.96371819132712,1.91218350792388e-05,0.0199631958227253,"chr12","-",54670994,54695865,"MSTRG.4791.1",7,1016,"MSTRG.4791","."
"13490","transcript",3.68637762013346,0.00774990877434201,0.446022335446032,"chr12","-",59043092,59061472,"NM_030057",6,1266,"MSTRG.4829","Trappc6b"
"13494","transcript",-17.4106932688042,0.000751243776628385,0.120661308123082,"chr12","-",59043252,59061446,"MSTRG.4829.8",3,810,"MSTRG.4829","."
"13502","transcript",-2.48457114737259,0.017776405910727,0.665422546116054,"chr12","+",59129746,59190220,"NM_146034",25,2930,"MSTRG.4833","Ctage5"
"13530","transcript",-9.9001394999769,0.000507642948182285,0.0945185901991374,"chr12","+",64965742,65022573,"NM_177805",20,6434,"MSTRG.4849","Fam179b"
"13532","transcript",5.90473398698074,0.0440436007617566,0.895340887766436,"chr12","+",64965777,65022562,"MSTRG.4849.2",21,6538,"MSTRG.4849","."
"13594","transcript",2.1819076901003,0.00046857558672464,0.0907112685505608,"chr12","+",69724962,69744658,"NM_026536",5,1485,"MSTRG.4871","Atp5s"
"13598","transcript",5.86436661277837,0.0117012808428982,0.539513945740696,"chr12","-",69746848,69790707,"NM_183294",10,1689,"MSTRG.4872","Cdkl1"
"13771","transcript",2.85601596092235,0.00127948480145079,0.170784930210089,"chr12","+",74295232,74302139,"MSTRG.4924.6",2,6781,"MSTRG.4924","."
"13832","transcript",-3.27807054498859,0.0142112070365782,0.600702976248229,"chr12","+",76765573,76783178,"MSTRG.4948.1",3,503,"MSTRG.4948","."
"13861","transcript",2.87202824720237,0.0477364558815856,0.896341626739618,"chr12","+",78226655,78684769,"NM_145965",23,3300,"MSTRG.4962","Gphn"
"13865","transcript",-3.24517622307972,0.041954614716736,0.875397296923785,"chr12","+",78454755,78684769,"MSTRG.4962.4",19,2834,"MSTRG.4962","."
"13880","transcript",-3.12221607858932,0.0138904870194989,0.592035121115159,"chr12","-",78961796,79007244,"MSTRG.4968.6",3,3834,"MSTRG.4968","."
"13910","transcript",-4.20161022177423,0.000330452636422951,0.0748821044024473,"chr12","-",80190093,80209475,"MSTRG.4980.5",9,1013,"MSTRG.4980","."
"1411","transcript",8.36420708273522,0.00307744771570939,0.271346191697725,"chr1","-",75180861,75192010,"NM_001003917",16,3856,"MSTRG.540","Atg9a"
"1412","transcript",4.92280367025708,0.0015650298015748,0.189154560783468,"chr1","-",75180861,75192010,"NM_001288612",16,3859,"MSTRG.540","Atg9a"
"14226","transcript",-5.50016753229969,0.0014674798935308,0.183322103622617,"chr12","+",86947343,86965365,"NM_173735",4,4101,"MSTRG.5098","Cipc"
"14498","transcript",2.24062301985102,0.0235319258136995,0.720456694903066,"chr12","+",102743665,102745397,"MSTRG.5186.1",2,904,"MSTRG.5186","."
"14542","transcript",-2.25524644211031,0.022659573981896,0.712801143323979,"chr12","+",103434208,103440242,"MSTRG.5196.6",6,1182,"MSTRG.5196","."
"14543","transcript",4.30081554567643,0.000209886263188297,0.0589941850530798,"chr12","+",103434229,103436813,"MSTRG.5196.7",4,425,"MSTRG.5196","."
"14696","transcript",2.0850462148852,0.0151069647151489,0.617631877696831,"chr12","+",108635774,108674466,"MSTRG.5238.6",5,582,"MSTRG.5238","."
"14716","transcript",-3.13787628499414,5.14442813785987e-05,0.0300763846651839,"chr12","+",108894272,109028452,"NM_177602",7,2657,"MSTRG.5249","Wdr25"
"14717","transcript",3.50618545259544,1.43248119681694e-05,0.0167497161381411,"chr12","+",108894288,109028427,"MSTRG.5249.2",7,2633,"MSTRG.5249","."
