"id","feature","fc","pval","qval","chr","strand","start","end","t_name","num_exons","length","gene_id","gene_name"
"10020","transcript",-2.12770171005276,0.033869972479638,0.948550685159154,"chr11","-",96767549,96777555,"MSTRG.3507.3",7,2466,"MSTRG.3507","."
"10130","transcript",2.3619147383035,0.0194439242521788,0.948550685159154,"chr11","-",97511642,97575059,"MSTRG.3534.35",21,4710,"MSTRG.3534","."
"10492","transcript",2.46617805714722,0.0485385526436076,0.948550685159154,"chr11","-",101162754,101171302,"MSTRG.3641.4",13,2953,"MSTRG.3641","."
"10775","transcript",3.18228450931053,0.0265325722552989,0.948550685159154,"chr11","+",104550528,104587220,"MSTRG.3737.1",8,851,"MSTRG.3737","."
"108","transcript",2.41964213263979,0.0410746934409034,0.948550685159154,"chr1","+",10047422,10136729,"MSTRG.47.12",28,3947,"MSTRG.47","."
"11018","transcript",2.76497641313928,0.0042226105444847,0.948550685159154,"chr11","+",113684451,113699792,"MSTRG.3836.5",5,3069,"MSTRG.3836","."
"11156","transcript",2.22714124078083,0.0204791173876009,0.948550685159154,"chr11","+",115765469,115799033,"MSTRG.3880.2",31,5139,"MSTRG.3880","."
"11188","transcript",-2.23421121748784,0.0242305194394148,0.948550685159154,"chr11","+",115933659,115966882,"MSTRG.3886.2",10,3324,"MSTRG.3886","."
"11480","transcript",2.27026284297801,0.048738871405712,0.948550685159154,"chr11","-",120103971,120151338,"MSTRG.4004.5",16,4441,"MSTRG.4004","."
"11566","transcript",-5.20778033493149,0.0444889606432146,0.948550685159154,"chr11","+",120672973,120709446,"NM_026877",16,1838,"MSTRG.4034","Aspscr1"
"11582","transcript",2.08812295132131,0.0373582630493257,0.948550685159154,"chr11","+",120713953,120721127,"MSTRG.4039.18",14,4256,"MSTRG.4039","."
"12090","transcript",2.39411692938703,0.00204257359536097,0.923142083538891,"chr12","-",28709507,28750453,"NM_001161411",7,2894,"MSTRG.4224","Trappc12"
"12174","transcript",-2.8623148054493,0.0345493808511335,0.948550685159154,"chr12","+",32953945,32979502,"NM_013635",6,4587,"MSTRG.4254","Sypl"
"12187","transcript",-2.69643947785781,0.0382142774633112,0.948550685159154,"chr12","+",33314250,33376365,"MSTRG.4258.5",11,6114,"MSTRG.4258","."
"1226","transcript",2.5958901692936,0.0244546311392182,0.948550685159154,"chr1","-",74565158,74588267,"MSTRG.447.4",9,7512,"MSTRG.447","."
"12636","transcript",3.84853386707478,0.0264648584506082,0.948550685159154,"chr12","-",70244535,70347614,"NM_053167",14,4667,"MSTRG.4433","Trim9"
"12639","transcript",2.67664942056159,0.0408709526876962,0.948550685159154,"chr12","-",70244536,70347614,"MSTRG.4433.4",10,4432,"MSTRG.4433","."
"12658","transcript",-3.53390614731405,0.0394580898767947,0.948550685159154,"chr12","+",70825514,70902234,"NM_028127",14,4662,"MSTRG.4432","Frmd6"
"12659","transcript",2.35003207658377,0.0421663558212605,0.948550685159154,"chr12","+",70826274,70902188,"MSTRG.4432.4",14,4990,"MSTRG.4432","."
"12985","transcript",-5.34045466397533,0.0484346034399821,0.948550685159154,"chr12","+",82168659,82451784,"MSTRG.4543.1",23,8974,"MSTRG.4543","."
"13124","transcript",7.08444062971951,0.0370842376338713,0.948550685159154,"chr12","-",84918169,84951383,"MSTRG.4588.7",19,5130,"MSTRG.4588","."
"13171","transcript",2.00482980617736,0.019454256095162,0.948550685159154,"chr12","+",85824543,86053736,"MSTRG.4601.1",33,5101,"MSTRG.4601","."
"13191","transcript",-4.48973902691144,0.032517880894257,0.948550685159154,"chr12","+",86883834,86965365,"MSTRG.4609.1",4,4027,"MSTRG.4609","."
"13577","transcript",2.6403380237897,0.0281504337009066,0.948550685159154,"chr12","+",105800587,105838935,"MSTRG.4710.11",17,6054,"MSTRG.4710","."
"13803","transcript",5.43956221470518,0.043231232325937,0.948550685159154,"chr12","+",109743715,109743795,"NR_029914",1,81,"MSTRG.4745","Mir410"
"13898","transcript",-126.302044880172,0.000797176123746635,0.751869801697007,"chr12","-",111669361,111672338,"MSTRG.4785.2",8,1364,"MSTRG.4785","."
"15136","transcript",2.07591373029196,0.0386904267870398,0.948550685159154,"chr13","+",54949478,55004137,"MSTRG.5228.7",13,3289,"MSTRG.5228","."
"15280","transcript",-3.18986124444442,0.0337965440013324,0.948550685159154,"chr13","-",58015815,58113843,"MSTRG.5267.5",10,2530,"MSTRG.5267","."
"15327","transcript",-3.46236982113542,0.0379046944447559,0.948550685159154,"chr13","-",59449535,59557347,"MSTRG.5283.6",26,8908,"MSTRG.5283","."
"15330","transcript",-3.23715005290116,0.0346021417900659,0.948550685159154,"chr13","-",59449535,59557347,"MSTRG.5283.9",26,8704,"MSTRG.5283","."
"15877","transcript",2.18924558862247,0.00163643217403742,0.9218699136046,"chr13","+",92844787,92858230,"NM_001162945",9,6275,"MSTRG.5540","Mtx3"
"15982","transcript",-2.40285516669822,0.00577038804077246,0.948550685159154,"chr13","-",97898597,98206754,"MSTRG.5594.2",36,6595,"MSTRG.5594","."
"16126","transcript",2.22589689071079,0.00922326036868415,0.948550685159154,"chr13","-",104205122,104228844,"NM_172807",11,2366,"MSTRG.5649","Ppwd1"
"16127","transcript",-2.77162023884043,0.0109178265555067,0.948550685159154,"chr13","-",104205128,104228829,"MSTRG.5649.2",10,2155,"MSTRG.5649","."
"16528","transcript",2.81499489326335,0.0138722560729873,0.948550685159154,"chr14","-",18266244,18271986,"MSTRG.5819.1",3,4750,"MSTRG.5819","."
"16610","transcript",2.6577555113821,0.0273777164005472,0.948550685159154,"chr14","-",20548982,20642503,"MSTRG.5842.12",22,8121,"MSTRG.5842","."
"17541","transcript",2.70916841330678,0.00435533554385814,0.948550685159154,"chr14","-",54906727,54913132,"NM_021551",9,2294,"MSTRG.6137","Slc22a17"
"17595","transcript",2.27575161714313,0.0305393263438831,0.948550685159154,"chr14","+",55510448,55517431,"NM_001146183",17,2175,"MSTRG.6158","Cpne6"
"17676","transcript",-2.76308253673308,0.00122900699176054,0.869133627656617,"chr14","+",55884981,55897266,"MSTRG.6179.2",7,4444,"MSTRG.6179","."
"17770","transcript",6.73114698521132,0.0321263082993197,0.948550685159154,"chr14",".",58893496,58894132,"MSTRG.6203.1",1,637,"MSTRG.6203","."
"17853","transcript",-2.04996025869906,0.0199873427948173,0.948550685159154,"chr14","+",62555737,62608485,"MSTRG.6245.1",3,2823,"MSTRG.6245","."
"17948","transcript",2.2845419419524,0.018410603880842,0.948550685159154,"chr14","-",65052059,65149938,"MSTRG.6276.2",7,5997,"MSTRG.6276","."
"17998","transcript",-5.00322319729581,0.000446132228190566,0.663124080409715,"chr14","-",66802864,66911195,"MSTRG.6295.1",14,4915,"MSTRG.6295","."
"18101","transcript",-2.95578807664024,0.0404275475552507,0.948550685159154,"chr14","-",70438748,70443471,"NM_025945",9,2049,"MSTRG.6341","Polr3d"
"18104","transcript",2.55629657238202,0.0292302801449252,0.948550685159154,"chr14","-",70438795,70443471,"MSTRG.6341.5",8,2108,"MSTRG.6341","."
"18427","transcript",-2.36013368938431,0.0438398794210317,0.948550685159154,"chr14","-",103173787,103243218,"MSTRG.6452.11",32,4678,"MSTRG.6452","."
"18429","transcript",6.13506512427007,0.0420050706163262,0.948550685159154,"chr14","-",103173797,103346810,"MSTRG.6452.13",54,8255,"MSTRG.6452","."
"18769","transcript",3.52605359561804,0.0215294448278089,0.948550685159154,"chr15","+",8169106,8271020,"MSTRG.6570.3",53,10329,"MSTRG.6570","."
"18809","transcript",2.01726103996575,0.0288884246875554,0.948550685159154,"chr15","-",10446763,10467459,"MSTRG.6585.1",12,5205,"MSTRG.6585","."
"19062","transcript",-2.98653969562888,0.0348264357318433,0.948550685159154,"chr15","-",37967328,38078473,"MSTRG.6705.1",58,9486,"MSTRG.6705","."
"19067","transcript",2.00788272500731,0.0169554931265965,0.948550685159154,"chr15","-",37967393,37987043,"MSTRG.6705.8",13,3547,"MSTRG.6705","."
