"t_id","id","feature","fc","pval","qval","chr","strand","start","end","t_name","num_exons","length","gene_id","gene_name"
4940,"MSTRG.1699","gene",5.84836985851069,0.0228205512194488,0.930120173773443,"chr10","+",69212657,69291784,"NM_001081347",11,4322,"MSTRG.1699","Rhobtb1"
5211,"MSTRG.1786","gene",2.06686562037712,0.0440054352028135,0.930120173773443,"chr10","+",77978636,77985856,"MSTRG.1786.1",7,2408,"MSTRG.1786","."
5928,"MSTRG.2001","gene",2.31564180604117,0.0157198601409032,0.930120173773443,"chr10","-",85891968,85916986,"NM_001302886",12,3939,"MSTRG.2001","Prdm4"
6934,"MSTRG.2326","gene",-3.52345435138056,0.0170398343624197,0.930120173773443,"chr10","+",128748455,128766568,"NM_001170869",3,1165,"MSTRG.2326","Wibg"
7090,"MSTRG.2375","gene",-2.81265644969661,0.0207405605700093,0.930120173773443,"chr11","+",3289675,3320722,"MSTRG.2375.4",9,6027,"MSTRG.2375","."
7115,"MSTRG.2380","gene",-2.62315131554716,0.0195420327922571,0.930120173773443,"chr11","+",3452483,3458342,"NR_045276",2,1838,"MSTRG.2380","8430429K09Rik"
7175,"MSTRG.2371","gene",3.04511118023041,0.0374354707537073,0.930120173773443,"chr11","-",4097059,4118890,"MSTRG.2371.2",11,2594,"MSTRG.2371","."
7546,"MSTRG.2507","gene",2.20374908387862,0.0135029486454694,0.930120173773443,"chr11","+",20631977,20653023,"NM_001038625",2,5519,"MSTRG.2507","Sertad2"
7809,"MSTRG.2593","gene",-4.89838068859667,0.0175614346246689,0.930120173773443,"chr11","+",32642555,32746814,"NM_134015",14,4337,"MSTRG.2593","Fbxw11"
8043,"MSTRG.2686","gene",-9.91295520479366,0.0141530168637141,0.930120173773443,"chr11","+",49244245,49263017,"MSTRG.2686.3",5,3261,"MSTRG.2686","."
8215,"MSTRG.2732","gene",-9.33550733545946,0.0018189151420599,0.921930916214556,"chr11","+",51967656,51977329,"MSTRG.2732.2",3,2226,"MSTRG.2732","."
8323,"MSTRG.2769","gene",2.90206084352577,0.0426975148493992,0.930120173773443,"chr11","+",54314903,54361539,"NM_001033599",21,2767,"MSTRG.2769","Acsl6"
